attempt,futureRevenueCagr,normalizedOperatingMargin,capexAsPercentRevenue,workingCapitalAsPercentRevenue,wacc,terminalGrowth,estimatedValuePerShare,terminalValueShare,terminalReinvestmentRate
20401,0.1112366556,0.4171012074,0.2325228252,-0.023237869,0.0883507995,0.028295095,638.09423742,0.7689731085,0.075808254
20501,0.1424794508,0.3931351307,0.2287661936,-0.0214252805,0.0881793753,0.0278892452,716.22434603,0.7825720676,0.0747209006
20601,0.1339781279,0.4332135134,0.2260731353,-0.0231247761,0.0940495023,0.026778375,680.01300988,0.7454971197,0.0717446559
20701,0.1348156607,0.3973605288,0.2258414839,-0.0230786346,0.0867631636,0.0306375564,740.06479406,0.7874537411,0.0820841795
20801,0.1384941107,0.4094227467,0.2250864477,-0.0210647842,0.0887650178,0.0266429421,716.99475539,0.7699495563,0.0713818039
20901,0.112812243,0.4025128136,0.2263010689,-0.0223473028,0.0916097347,0.0309526231,603.58087722,0.7642084177,0.0829283066
21001,0.1483085846,0.4137211645,0.2306882521,-0.0242378599,0.0885208776,0.0253412094,757.98622741,0.7716332199,0.0678942
21101,0.1280393543,0.4204412664,0.2258033643,-0.0233963056,0.0882366602,0.0296784745,727.85460596,0.7727133098,0.0795146061
21201,0.1367044555,0.4163764038,0.2281295521,-0.0206412953,0.0855565221,0.0329948359,829.26102999,0.7981704842,0.0883998058
21301,0.1078272511,0.4083739202,0.2326030977,-0.0233267098,0.0875277104,0.0290879839,626.05307799,0.7746767112,0.077932563
21401,0.1276012344,0.4041728584,0.230764661,-0.0190268616,0.0878015852,0.030038024,697.22425013,0.7855831565,0.0804779116
21501,0.1383701284,0.4133589064,0.2264574897,-0.0229775621,0.0939621751,0.0300990043,684.82829252,0.7600047876,0.08064129
21601,0.1086063102,0.4142638808,0.2259080511,-0.0226126788,0.0948656681,0.029568403,566.20661241,0.7447374498,0.0792197023
21701,0.1156858746,0.4003775596,0.2246786502,-0.0209617246,0.0864316552,0.026537779,639.28810224,0.7717555995,0.0711000507
21801,0.1248830032,0.4171257118,0.2264545258,-0.02089051,0.0912565709,0.0303772714,672.75190883,0.7661576709,0.0813868237
21901,0.1464259133,0.3919974021,0.2236515603,-0.0223060869,0.0855689613,0.0333398419,829.01507273,0.8023144413,0.0893241462
22001,0.136405795,0.4153613517,0.2260161484,-0.0232953301,0.0894236156,0.0346593668,782.47352325,0.785879026,0.092859419
22101,0.1458520206,0.4081085091,0.2350622548,-0.0184475231,0.093043544,0.0260328683,677.15780857,0.7675867459,0.0697472935
22201,0.1367687941,0.4235124175,0.2331565697,-0.0226981213,0.0867385636,0.029713529,788.78164597,0.7860238743,0.0796085241
22301,0.1157985365,0.403459018,0.2294427758,-0.0202858295,0.0935922861,0.0296959717,582.87854874,0.7593830812,0.0795614847
22401,0.127719034,0.3970355465,0.2297716533,-0.0208220679,0.0884610682,0.0300867112,677.5236136,0.782976261,0.0806083543
22501,0.1217706778,0.3974864295,0.2250417379,-0.0217775505,0.0906644147,0.0281901506,619.34332097,0.7639822993,0.0755270868
22601,0.1188217064,0.4162510222,0.2269159879,-0.0191913058,0.0871942958,0.0324605905,716.86581812,0.7856708619,0.0869684547
22701,0.1481173166,0.4283668378,0.2237571044,-0.0226654497,0.0909598804,0.0294733942,791.60204524,0.7669095052,0.0789651547
22801,0.1290354272,0.4169188479,0.2262676905,-0.0235940157,0.0945869526,0.0305804883,652.0047629,0.7545308294,0.0819312825
22901,0.1340143239,0.390594822,0.2286633378,-0.0225408307,0.0894514473,0.0304785437,682.06558389,0.7818793395,0.0816581525
23001,0.1376402694,0.4074011425,0.2232442783,-0.0209663227,0.0936910998,0.0266560811,651.90675261,0.7524995964,0.071417006
23101,0.139383552,0.4193101795,0.2243151335,-0.0214189954,0.0890997753,0.0305594821,769.66925682,0.776303878,0.0818750028
23201,0.105534941,0.4145735762,0.2282278865,-0.021986423,0.0912591179,0.0311775791,601.74902331,0.7626342376,0.0835310089
23301,0.1398440371,0.4243726876,0.2302090248,-0.0233586937,0.0897890255,0.0301080583,764.94546106,0.7748542605,0.0806655475
23401,0.1458452628,0.4211312515,0.2281298741,-0.0218238276,0.0885265883,0.0316534123,819.67973454,0.7852809726,0.084805862
23501,0.1269918568,0.4159287528,0.2276489815,-0.0215858633,0.0936671829,0.0286295117,637.8627357,0.7549403064,0.0767042236
23601,0.1260870486,0.4011610627,0.2301474889,-0.0210613707,0.0947146651,0.0294070542,600.95019585,0.7590277093,0.0787874164
23701,0.113022306,0.4104701349,0.2247490518,-0.0212563605,0.091514266,0.0299623407,612.38834189,0.7598893166,0.0802751408
23801,0.1359565487,0.4223931091,0.2265405181,-0.0206253095,0.0906817202,0.0273730166,710.96452406,0.7633232593,0.0733378205
23901,0.1098617213,0.418473128,0.225192076,-0.0182973502,0.0932228871,0.0294590774,590.58259458,0.7525621483,0.0789267972
24001,0.1400665519,0.4196551932,0.2287291366,-0.0185522574,0.0840825444,0.0263655228,805.01089563,0.7878442167,0.0706385419
24101,0.1306358395,0.4100876523,0.2299411292,-0.0211612455,0.0885497687,0.0301535338,713.92651436,0.7806761361,0.0807873855
24201,0.1458725903,0.3929345146,0.2287015979,-0.021949381,0.0852933627,0.0272528889,766.18934787,0.7910276587,0.0730159742
24301,0.118353224,0.4004042778,0.2254673523,-0.0213203905,0.0908784825,0.0312317523,630.08742369,0.7699992525,0.0836761498
24401,0.1281658234,0.4050268729,0.2330154644,-0.0211925243,0.0889714611,0.030260488,687.24648399,0.7822711847,0.0810739374
24501,0.1330721552,0.4210863195,0.2290287766,-0.0231555039,0.0926669197,0.0320352785,707.19075939,0.7677854304,0.0858289584
24601,0.135804518,0.4240180267,0.2339581951,-0.0210331321,0.0918242252,0.0290166768,706.2774027,0.7686545604,0.0777415169
24701,0.1372468577,0.3932747831,0.2286709573,-0.0215126101,0.0910300162,0.0333561762,702.18961463,0.7852087991,0.0893679092
24801,0.1303198079,0.4115445497,0.2327613621,-0.0220032222,0.0941826842,0.0317610366,654.60530761,0.7669645386,0.085094209
24901,0.1362168166,0.4245652901,0.2243611491,-0.0220624239,0.0878338538,0.0311019578,790.81496884,0.7796894858,0.0833284043
25001,0.1362202107,0.3950934841,0.2346213554,-0.0208388565,0.0856361858,0.0323025963,767.10841883,0.8050806401,0.0865451566
25101,0.1343737673,0.4154222066,0.225707283,-0.0239750516,0.0840432666,0.0283309118,796.04419893,0.7861207847,0.0759042145
25201,0.1305333914,0.4048148131,0.222622456,-0.0217987849,0.0961790139,0.0327965233,634.38411778,0.7563694067,0.0878684863
25301,0.1038425085,0.4210290401,0.2271491744,-0.0218404417,0.088168798,0.0312169717,643.53976102,0.7710333523,0.0836365496
25401,0.1431791247,0.3932959632,0.2283205922,-0.0208590719,0.0956299356,0.0314300818,652.50240205,0.7672803611,0.0842075146
25501,0.1296104956,0.4198622403,0.2344648847,-0.0214935491,0.091562009,0.031756033,698.15515558,0.7753847286,0.0850808035
25601,0.1339880863,0.3976132651,0.2269762395,-0.0210747543,0.0852912469,0.0273985671,726.85144909,0.7860867447,0.0734062754
25701,0.1322118726,0.4031955195,0.2260540968,-0.0210947864,0.0872633935,0.0308828018,734.2018264,0.7860258457,0.0827412412
25801,0.148644187,0.4029255004,0.2261990465,-0.0241876507,0.0903862104,0.0315510771,767.18528176,0.7800455146,0.0845316852
25901,0.1312378473,0.4079642255,0.225783462,-0.021163054,0.0948869372,0.0346620873,668.47615307,0.7681947558,0.0928667077
26001,0.1277711199,0.4205121368,0.2293727915,-0.0219866288,0.0911856119,0.0322475061,704.74915464,0.7729412184,0.0863975588
26101,0.1266394558,0.4164625851,0.2238481755,-0.021161786,0.0957111766,0.033177266,647.00493549,0.7566062016,0.0888885727
26201,0.0989244568,0.4150579446,0.2260503174,-0.0201089485,0.0910764101,0.0300024645,574.09319737,0.757429253,0.0803826404
26301,0.1148121631,0.4118297572,0.2323044678,-0.0186704112,0.0902233197,0.0278910843,615.02705034,0.7674895965,0.074725828
26401,0.1219349054,0.4245316367,0.2259725455,-0.0199185334,0.0864760433,0.0294645469,730.21782535,0.7781685053,0.078941451
26501,0.1311961529,0.4039694055,0.2255773529,-0.0229247962,0.0875875252,0.0301684232,722.08792608,0.7807692136,0.0808272772
26601,0.1111503003,0.4187522136,0.2286853657,-0.0197386032,0.0942659737,0.0295393611,583.92487808,0.7512784164,0.0791418932
26701,0.1409292816,0.4019920166,0.2327463744,-0.0197204121,0.0945374877,0.029825026,657.97486337,0.768736282,0.0799072471
26801,0.1428059481,0.39689795,0.2254403597,-0.021140915,0.085491024,0.0337854681,827.32636729,0.8039379477,0.0905180684
26901,0.1296159459,0.4026018517,0.2274478657,-0.0224311992,0.0971254241,0.0300941848,597.59223578,0.7501668871,0.0806283777
27001,0.137292417,0.4246691641,0.2280953663,-0.0223249212,0.0912958402,0.0300951838,734.2114202,0.7680328556,0.0806310542
27101,0.1318788939,0.4019619484,0.235301386,-0.0221968,0.093030099,0.0268314567,621.88094024,0.7634908533,0.0718868723
27201,0.1273647353,0.4083413938,0.2233983309,-0.0195647671,0.0876776305,0.0294584183,706.63877719,0.7773527515,0.0789250311
27301,0.1180181514,0.4091407064,0.2246379911,-0.0230220494,0.088010525,0.0336738535,703.41051951,0.7827683382,0.0902190304
27401,0.1133419604,0.4239284224,0.2284625268,-0.0198079283,0.0889306809,0.0298608439,662.92747314,0.7698713007,0.0800032104
27501,0.137427731,0.4059585304,0.2293598184,-0.0229533871,0.0872894323,0.0297634786,750.62341898,0.7851248835,0.0797423493
27601,0.128771227,0.4238246307,0.230252274,-0.0214553636,0.090202555,0.0294658668,704.62373579,0.7697723127,0.0789449872
27701,0.1063733258,0.392441315,0.2218874744,-0.0227356723,0.0867268962,0.0272353821,596.21813502,0.7674521585,0.0729690698
27801,0.1141549611,0.4162226132,0.2286620667,-0.0203669931,0.0872108533,0.0301740177,677.24529415,0.7783171831,0.080842266
27901,0.111257181,0.4023128353,0.2245781944,-0.0216072409,0.0913330696,0.0314470176,604.82062535,0.7651750476,0.0842528889
28001,0.1509596984,0.4021602065,0.2247482162,-0.0188928427,0.091013424,0.0274535123,729.50232657,0.7716279243,0.0735534845
28101,0.124064093,0.4144744774,0.2274555841,-0.022952119,0.0943223268,0.0283009392,616.73008888,0.7499605348,0.0758239117
28201,0.1380560077,0.4021927293,0.2261629595,-0.0223413411,0.0881099874,0.0312718961,749.21369724,0.7853114199,0.0837837033
28301,0.1321409725,0.4208249541,0.2291530562,-0.0200598825,0.0950112257,0.0314753746,667.43749961,0.7606689673,0.0843288632
28401,0.1184423294,0.4094804917,0.2243619498,-0.0222565328,0.0933193492,0.0325943201,628.70422541,0.7615243656,0.0873267433
28501,0.1308532529,0.4004003793,0.2269736504,-0.0222186245,0.0926230314,0.0263602139,622.71991948,0.7566103713,0.0706243181
28601,0.1518077679,0.4044278349,0.2280980167,-0.0217246679,0.0880910344,0.0315101234,816.45307686,0.7915947158,0.0844219622
28701,0.1394700992,0.4116036014,0.2256779248,-0.0211706944,0.0863386851,0.0284116787,774.35883869,0.7828349931,0.0761206052
28801,0.1332007658,0.416410531,0.2265884886,-0.0220013846,0.0898045533,0.0341329993,757.96930654,0.783264101,0.0914491745
28901,0.1463862983,0.41969089,0.2263817722,-0.0211221968,0.089277305,0.0314016373,805.50076043,0.78175332,0.084131306
29001,0.1361182587,0.4111377333,0.2263527275,-0.0208370827,0.0917891708,0.0316098153,709.15007667,0.7724769337,0.0846890568
29101,0.1233754612,0.4117418188,0.2299382113,-0.0221208047,0.0931004012,0.0273912011,614.80552177,0.754874089,0.0733865404
29201,0.1412173721,0.4033797725,0.2339557879,-0.0197397125,0.0860499278,0.0322672601,800.4914147,0.803450778,0.0864504838
29301,0.1195428157,0.4064535237,0.2259849523,-0.0200268467,0.0878712985,0.0309359461,679.78798912,0.7801181817,0.0828836255
29401,0.1291626083,0.404595711,0.2291794158,-0.0235697018,0.0961499311,0.0323989407,623.49149964,0.7589800654,0.0868032825
29501,0.1265082946,0.4233629157,0.2281189057,-0.0234119018,0.0885845051,0.0300755302,723.96018419,0.7731962763,0.0805783981
29601,0.1412929877,0.415535536,0.2260280182,-0.021827545,0.0933485726,0.0289820051,699.38227979,0.760350869,0.0776486244
29701,0.1248274267,0.4069856707,0.2322811918,-0.020122833,0.0882123109,0.028819016,675.85994441,0.7798634922,0.0772119438
29801,0.1232545008,0.399835056,0.2323476876,-0.0223975678,0.0907116085,0.0256965297,607.53207533,0.7631885999,0.0688461747
29901,0.1431289248,0.4038152539,0.2281350128,-0.0203397348,0.0924520494,0.0299470143,700.05908413,0.7717628165,0.0802340781
30001,0.1313373683,0.4072835682,0.2243837499,-0.0237477811,0.0860742114,0.0306506733,757.35877987,0.785157443,0.0821193224
30101,0.1317443222,0.4187840381,0.2240730553,-0.0216479503,0.09713456,0.0295224027,630.58767117,0.743701453,0.0790964583
30201,0.1257454535,0.4183838117,0.2301089188,-0.0198046607,0.0914784478,0.0299362909,669.11636778,0.7679857333,0.0802053482
30301,0.1133446202,0.4216050986,0.2244696117,-0.0202256597,0.0869044074,0.033679524,721.91090457,0.7847684282,0.090234223
30401,0.1004067636,0.4034841999,0.2272129684,-0.0206509586,0.0944726783,0.030079165,528.16856058,0.7495630675,0.0805881365
30501,0.1328668945,0.4082374076,0.2282982624,-0.0219647308,0.0930252312,0.0291254853,656.56757767,0.7622584318,0.0780330368
30601,0.1373352079,0.4097149217,0.224863155,-0.0218478182,0.0899087203,0.0286477202,714.3412754,0.7699798238,0.0767530078
30701,0.1505256237,0.4151684539,0.2267186559,-0.0179307166,0.0902503377,0.0299185592,783.47944285,0.7795208857,0.0801578414
30801,0.1168696812,0.4320737527,0.2266664203,-0.0222617134,0.0939285783,0.0298135156,633.73665068,0.7487725787,0.0798764083
30901,0.1412076913,0.4048926101,0.2280562152,-0.0192039283,0.0933696228,0.0312840978,692.22611569,0.7720517722,0.083816394
31001,0.1400582517,0.4033638599,0.2311015526,-0.0237976978,0.0880956884,0.0322674735,767.49437308,0.7909985067,0.0864510556
31101,0.1361503113,0.4053173304,0.2321894274,-0.0222716304,0.0968327635,0.0281326969,613.00602967,0.7522492143,0.0753731569
31201,0.123124893,0.3867357547,0.2309028526,-0.0225196292,0.0961264265,0.0294536294,553.75342331,0.7566106158,0.0789122009
31301,0.1423420046,0.4166470428,0.2277124337,-0.0218879112,0.0912034002,0.0334416484,770.33931564,0.7803094758,0.0895969064
31401,0.1341276658,0.3994383974,0.2288148272,-0.0197755043,0.090270664,0.0258348145,652.7754838,0.7679306224,0.0692166674
31501,0.1223904036,0.3927867166,0.2284576834,-0.0214195106,0.0905408219,0.0284456719,613.85051923,0.7695402909,0.0762116798
31601,0.1220643473,0.4198536256,0.2233923701,-0.0220260345,0.0937085722,0.0320625923,652.23208025,0.7573115931,0.0859021375
31701,0.1332229293,0.4050399835,0.2318496489,-0.020123848,0.0896168984,0.0310695482,705.77716016,0.7837004903,0.0832415725
31801,0.1030340121,0.4080793314,0.2254259884,-0.0205749175,0.0928386799,0.0265952998,540.65628703,0.7447631245,0.0712541605
31901,0.1370350758,0.4235874998,0.2245140096,-0.023022666,0.093616442,0.0287826828,694.60891721,0.7537549597,0.0771145998
32001,0.1214439795,0.3940365387,0.2284910446,-0.022529692,0.0875657743,0.0282582382,646.89866523,0.7775408623,0.0757095072
32101,0.1553407105,0.4127437694,0.23289954,-0.0212618056,0.0850724901,0.0309084891,894.73572686,0.8032325958,0.0828100628
32201,0.1412484435,0.3970664553,0.2289948722,-0.019065745,0.0885223917,0.0294238083,725.41443666,0.7860736968,0.078832304
32301,0.1380018704,0.4156721601,0.2274324943,-0.0229765016,0.0849164098,0.0282891807,797.02473293,0.786045935,0.0757924085
32401,0.1306916459,0.4063833194,0.2288512647,-0.0203187708,0.0870756253,0.0302275543,728.39620842,0.7865108439,0.0809857014
32501,0.1191724385,0.417422565,0.2267481184,-0.0227798785,0.0971631344,0.0304168132,588.36348867,0.7428164078,0.081492764
32601,0.1390455933,0.4164232574,0.2275977517,-0.0236409984,0.0946371522,0.0332462151,707.92571263,0.7656650052,0.0890733012
32701,0.1229121668,0.4107857477,0.2277125793,-0.0191807851,0.0944372894,0.0285363156,604.05774204,0.7539117358,0.0764545325
32801,0.1341617241,0.4234035822,0.2286473609,-0.0206596424,0.0939896674,0.03244205,700.50202524,0.7658320243,0.0869187812
32901,0.1250367775,0.4083015527,0.2233940936,-0.0226145507,0.0887839524,0.0331238352,715.43513032,0.7802922691,0.0887454209
33001,0.1359906364,0.401957463,0.2269302274,-0.0225206895,0.0925237092,0.0347306892,707.43946264,0.7791795495,0.093050506
33101,0.1079603624,0.4131088903,0.2243730761,-0.0209075592,0.0859472483,0.0304716012,669.47188867,0.7785382793,0.0816395521
33201,0.1259403615,0.3905745477,0.228993827,-0.0180147885,0.0910277186,0.031514269,635.9978215,0.780720111,0.0844330691
33301,0.1132997413,0.4093693214,0.2269492535,-0.0219565515,0.0865126235,0.0321293597,689.6151843,0.7847787307,0.0860810207
33401,0.133438377,0.4156127622,0.22544737,-0.0199615364,0.0969676959,0.0298115465,632.73857018,0.7487435935,0.0798711327
33501,0.1361592116,0.4072656698,0.2219235607,-0.0212136185,0.0939154404,0.0318160881,679.86715104,0.7628552532,0.0852417032
33601,0.1268166514,0.4089507983,0.2338575733,-0.023377859,0.0877780073,0.0291795498,697.26345246,0.7811169247,0.0781778865
33701,0.120069541,0.4020700164,0.2301690369,-0.0218877446,0.0873784893,0.0317106342,685.28380829,0.7868387262,0.084959171
33801,0.1301890385,0.3911293228,0.2265045753,-0.0230235237,0.0837910527,0.0294100493,739.57746078,0.7948608374,0.078795441
33901,0.1442421447,0.3950016976,0.2284220659,-0.0195208431,0.0895223023,0.0260677264,694.17180277,0.7751369343,0.0698406852
34001,0.1114576801,0.4208633991,0.2275173613,-0.0215768181,0.0893550739,0.0322931612,665.65824772,0.7728679983,0.086519878
34101,0.1410303906,0.4173764992,0.2291091896,-0.0214049032,0.0988779148,0.0324140163,657.71622962,0.7528394461,0.0868436732
34201,0.098912945,0.4138369632,0.2294843596,-0.0203676718,0.0978639836,0.0314399207,513.8682408,0.7405046824,0.084233875
34301,0.1163608473,0.3926219953,0.2264131503,-0.0223958519,0.0908558987,0.0279085569,587.62315923,0.7625474763,0.0747726408
34401,0.1327235669,0.4272894092,0.2254925665,-0.0210214673,0.085119745,0.0289951156,800.70274088,0.7833988172,0.0776837501
34501,0.1193193021,0.4010111281,0.2240223661,-0.0213305689,0.0893589911,0.0313807331,655.40490618,0.7746812761,0.0840752995
34601,0.1341274161,0.4117747445,0.2259432725,-0.0206271512,0.0903295264,0.0292879358,703.11494007,0.7705090236,0.0784682742
34701,0.1401560556,0.4125634958,0.2249155635,-0.0188065995,0.0907451186,0.031591602,742.48771077,0.7774126579,0.0846402598
34801,0.1124834595,0.424153864,0.2267763996,-0.020139311,0.0955455472,0.026653207,569.56229441,0.7371934613,0.0714093056
34901,0.1149376949,0.4028408804,0.2279302738,-0.0193453332,0.0990527998,0.0303635758,531.27589149,0.7421858821,0.0813501305
35001,0.1439431877,0.4114353522,0.2295033746,-0.0203931957,0.0870891446,0.0341272557,837.850949,0.8001909254,0.0914337861
35101,0.1209125342,0.4159102259,0.2319116399,-0.0220791384,0.0872789503,0.0324429889,722.18911023,0.7876182801,0.0869212967
35201,0.107481942,0.4236014758,0.2267438654,-0.0221758896,0.0939450407,0.0299651488,587.54861671,0.7475337776,0.0802826644
35301,0.136077436,0.4034377315,0.2265452899,-0.0198133395,0.0969233231,0.0304944766,624.97703124,0.7553122432,0.0817008398
35401,0.122590488,0.4010523965,0.2275223924,-0.0216836,0.0939628119,0.0285645948,593.60048864,0.7554880765,0.0765302981
35501,0.1427375441,0.415949393,0.2254422641,-0.023621818,0.0900330757,0.030425691,763.60933645,0.7736920726,0.0815165495
35601,0.1143480285,0.4203050285,0.2244102722,-0.0215658054,0.0951175078,0.032001287,607.62074924,0.7505753868,0.0857378884
35701,0.1245698649,0.4124426999,0.233232514,-0.0200751229,0.0888064849,0.0261020142,656.49116043,0.7704762209,0.0699325492
35801,0.1456451163,0.4014488048,0.2248061433,-0.0218963069,0.0975062563,0.029740649,647.83194188,0.7521108504,0.0796811841
35901,0.1155733559,0.4195682822,0.2311528073,-0.0240627935,0.092767436,0.032304393,636.46390869,0.7634658008,0.0865499702
36001,0.1317344194,0.4036005573,0.2297881908,-0.0235435901,0.0907884048,0.0320814026,693.47246888,0.7778916587,0.0859525341
36101,0.1196047837,0.4123745524,0.2282719683,-0.0235322978,0.0841450916,0.0317238013,753.79019927,0.7932952313,0.0849944483
36201,0.1356101296,0.3968289286,0.2280752892,-0.0212204695,0.097744602,0.0300581924,600.62114195,0.7531533865,0.0805319469
36301,0.1206064035,0.4055889549,0.2312036678,-0.022145047,0.0941246696,0.0325833386,616.02618874,0.7659721335,0.0872973216
36401,0.1233400609,0.4220145446,0.2285214691,-0.0218166263,0.0964249738,0.0281376016,602.52873537,0.742432423,0.0753862974
36501,0.1340700713,0.4127537391,0.2286928587,-0.0205394018,0.0892143367,0.0295640518,719.78019165,0.7769420818,0.0792080448
36601,0.123227143,0.4163509333,0.2326194051,-0.0233343673,0.0922385897,0.0305658183,651.96864658,0.7658210065,0.0818919786
36701,0.1272765749,0.4126416677,0.2221843445,-0.0205436425,0.0869120753,0.0308633565,739.32956915,0.781220343,0.0826891435
36801,0.1289460845,0.4209890871,0.2314714204,-0.0219686036,0.089187475,0.0270622239,694.03549185,0.7682598266,0.0725051443
36901,0.1330275979,0.4140683084,0.2283063115,-0.021574583,0.0893511621,0.0287208607,710.31966129,0.772603561,0.0769489659
37001,0.1384043428,0.4296103013,0.2248151689,-0.0203539956,0.0880278352,0.0293646382,790.07935666,0.7757019344,0.0786737755
37101,0.1252981674,0.3992949532,0.2243170364,-0.0217629177,0.0963511704,0.0285733661,578.24939195,0.7461633642,0.0765537983
37201,0.1060133774,0.4044979338,0.226732024,-0.0226939623,0.096608315,0.0307943924,532.98747126,0.7437564258,0.0825043747
37301,0.1190212338,0.4101701537,0.2244983542,-0.0178863576,0.0908607126,0.0284374059,628.59355916,0.7628583593,0.0761895335
37401,0.1373742469,0.4180547032,0.2267810461,-0.0198778119,0.088578494,0.0269850619,732.29064883,0.7714775304,0.0722984116
37501,0.1339033761,0.4194183437,0.2304187353,-0.0219539025,0.0933633486,0.0298676995,680.52280523,0.7625575597,0.080021578
37601,0.1329811167,0.3997392309,0.2269786871,-0.0212602783,0.091932489,0.0284162914,649.81422413,0.7656077186,0.0761329634
37701,0.126089085,0.411910364,0.2317590311,-0.0243477749,0.086947349,0.0285554421,708.11461248,0.7790591683,0.0765057763
37801,0.137057755,0.4142724855,0.2269179174,-0.0210315898,0.09290186,0.0296599792,689.42176782,0.7637133944,0.0794650536
37901,0.1444707255,0.4024974012,0.2327790113,-0.0223077122,0.0937552861,0.0335256873,712.05342657,0.7792909263,0.0898220634
38001,0.143004102,0.4260641249,0.2345972419,-0.0226614735,0.0948456065,0.0320585987,724.75557962,0.7673812996,0.0858914379
38101,0.1421145578,0.4120424575,0.2263138813,-0.0234008328,0.0843186053,0.0279283897,815.43365332,0.7879638882,0.0748257767
38201,0.1327422904,0.4115703096,0.2273008011,-0.0219738725,0.0921414833,0.026953079,658.25861617,0.7582044568,0.072212723
38301,0.1131905254,0.3978671944,0.2306590366,-0.0221908719,0.0893850375,0.028116582,599.78886991,0.7694313468,0.0753299818
38401,0.1273582847,0.4191559085,0.2244062835,-0.0206048851,0.0929849918,0.0333010866,687.91694601,0.766909786,0.0892203129
38501,0.1472865185,0.4239466592,0.2257961708,-0.0206546154,0.0921918046,0.0305636494,767.68291605,0.769124677,0.0818861678
38601,0.141940477,0.4206683215,0.2233845672,-0.0231557107,0.0873464076,0.0289254344,797.14403822,0.7766095279,0.0774970602
38701,0.1382734426,0.4114293222,0.2309217015,-0.0228426755,0.092611294,0.028482826,682.37485957,0.7645340541,0.076311223
38801,0.1279808213,0.4186081936,0.2330800646,-0.0190594599,0.0917245314,0.0289312003,665.29419444,0.7682620376,0.0775125081
38901,0.1155374808,0.3952531434,0.2305111037,-0.0224589885,0.0853880675,0.0308196745,673.99967109,0.791276998,0.0825721105
39001,0.1331398823,0.4273809404,0.2286921394,-0.0207115382,0.0904803323,0.0287113829,720.19337004,0.766995899,0.076923573
39101,0.1407719467,0.4228275356,0.2262726261,-0.0209737067,0.0839977157,0.0305408778,864.82567512,0.7953298796,0.0818251581
39201,0.1421225677,0.4103744038,0.2261186556,-0.0205229128,0.0919507007,0.0308621137,724.12783864,0.772185351,0.0826858138
39301,0.1406369071,0.4140664977,0.2324177763,-0.0222381191,0.0895624533,0.0277950056,729.08892032,0.774689867,0.0744684138
39401,0.1086839079,0.3888799905,0.2294095442,-0.0230937671,0.0949241431,0.0298947421,526.74368924,0.7540802894,0.0800940305
39501,0.1249296488,0.3916264019,0.2233264762,-0.0226037151,0.0871746859,0.0270021249,654.60508538,0.7730346056,0.0723441269
39601,0.129935981,0.3998089856,0.2325791372,-0.0193863973,0.0948953686,0.0308213604,616.26183665,0.7670488712,0.0825766274
39701,0.108327862,0.4210225527,0.225028339,-0.020382564,0.0939874298,0.03252227,601.94065922,0.7549832799,0.0871337066
39801,0.1388510301,0.3879535854,0.2281190826,-0.0199642289,0.089524843,0.0304842038,693.66077744,0.7854652532,0.081673317
39901,0.1313786839,0.4126884361,0.2238076903,-0.0219204491,0.0963859861,0.0282060548,619.32693435,0.7437151985,0.0755696974
40001,0.1357436505,0.4261074308,0.2255411246,-0.019646275,0.0874972526,0.0336773474,820.97688361,0.7899890828,0.0902283915
40101,0.142487661,0.4330335099,0.2336323045,-0.0236091498,0.0927637974,0.0317189442,762.91544581,0.7704180245,0.0849814351
40201,0.1077617753,0.409828175,0.2332248866,-0.020738689,0.0853184975,0.0286077414,649.9325243,0.7832163396,0.0766458966
40301,0.1178625216,0.4118938755,0.2243737681,-0.0224154575,0.0960507564,0.026889053,567.96977182,0.7369319131,0.0720411846
40401,0.1306471351,0.3912687519,0.2271292686,-0.0183461789,0.0867924292,0.0278755252,682.01523603,0.785051948,0.074684142
40501,0.1319326068,0.4115172603,0.2330202544,-0.0225175293,0.0895973577,0.0263994866,677.62640442,0.7691245664,0.0707295376
40601,0.1421717049,0.4250555155,0.2273437112,-0.0222413218,0.0947851602,0.029068624,703.04637575,0.7548265022,0.0778806939
40701,0.129347899,0.4052611362,0.2323876616,-0.021292793,0.0940811874,0.0298216152,627.62762249,0.7639293061,0.0798981088
40801,0.1200006818,0.4079538854,0.2292605467,-0.0221920957,0.0905580536,0.0308921773,649.00613298,0.7714176687,0.0827663601
40901,0.1486767827,0.421814456,0.2237437781,-0.0195249013,0.0840740007,0.0307425575,904.54784002,0.7973547505,0.0823654986
41001,0.1381899173,0.4217885806,0.2246256137,-0.0226983242,0.0856970854,0.0290574796,807.93414874,0.7824785745,0.0778508358
41101,0.1531275555,0.4315029141,0.2230259946,-0.0190950797,0.0889370159,0.0320136096,876.37496061,0.7834126284,0.085770903
41201,0.1285860585,0.4265991123,0.2263221032,-0.0219276476,0.0883957563,0.0337937767,776.48600406,0.7837674066,0.090540329
41301,0.1487570819,0.3976425805,0.2244534677,-0.0189287163,0.0899511461,0.0325587878,769.48885913,0.787995291,0.0872315452
41401,0.1226300422,0.3999330862,0.2352958233,-0.0186462392,0.0892799213,0.0323395806,665.42073317,0.7899464954,0.086644245
41501,0.1249153782,0.4131216591,0.2322748898,-0.0191957576,0.0916745204,0.028953716,645.33192359,0.7679841511,0.0775728322
41601,0.1425428194,0.4289338868,0.2291232975,-0.0233312316,0.0938409104,0.029532196,726.4361811,0.7589714135,0.0791226965
