attempt,futureRevenueCagr,normalizedOperatingMargin,capexAsPercentRevenue,workingCapitalAsPercentRevenue,wacc,terminalGrowth,estimatedValuePerShare,terminalValueShare,terminalReinvestmentRate
41701,0.1019410984,0.4315733043,0.2271114788,-0.022260505,0.088688194,0.0298676667,637.72186999,0.762381519,0.0800214902
41801,0.1094185675,0.4215478591,0.2260288639,-0.0188761718,0.0901987242,0.028619915,621.11816951,0.7601865786,0.0766785123
41901,0.1337327108,0.4144217524,0.2226034624,-0.0221013392,0.0870537939,0.0319173395,780.07126713,0.7844526384,0.0855129759
42001,0.1541462292,0.4127373374,0.2241601403,-0.0205019999,0.091202518,0.032439931,807.48359036,0.7805150622,0.0869131039
42101,0.1285465358,0.4001526331,0.2252952823,-0.0202179248,0.0920214429,0.0338544193,673.29276056,0.7771324169,0.0907028027
42201,0.120988952,0.4153244055,0.2291131914,-0.0207633564,0.0908062378,0.0300654348,655.86648442,0.7681366956,0.0805513506
42301,0.128575216,0.4221843096,0.2289124841,-0.0202960162,0.0902935776,0.0291080345,696.95021548,0.7686859707,0.0779862825
42401,0.1143682792,0.414100019,0.2342748477,-0.0201481977,0.0987500042,0.0276297131,532.04993996,0.7384622285,0.0740255621
42501,0.1292659465,0.4085719281,0.2321985174,-0.0244346272,0.0890993278,0.0316911345,711.59981208,0.7819417608,0.0849069273
42601,0.1446819343,0.4258886869,0.2235782729,-0.0207225501,0.0906060672,0.0291638887,772.3718003,0.7679678187,0.0781359272
42701,0.1427923864,0.4177869017,0.2256425673,-0.0210102567,0.0962478028,0.033835507,709.01559606,0.7631986199,0.0906521327
42801,0.1313523955,0.4048783505,0.2304996144,-0.0236481702,0.0925686238,0.0264221913,631.90109055,0.7578138498,0.070790368
42901,0.1216863312,0.4101108024,0.2277511944,-0.0221628302,0.0985834072,0.0305720415,571.22613812,0.7423657623,0.0819086518
43001,0.1237699033,0.4097701794,0.224248544,-0.0199581754,0.097584949,0.0290119001,579.47419194,0.741625558,0.0777287191
43101,0.1499957704,0.4142049876,0.2274881152,-0.0223508577,0.0845598811,0.0311321686,888.26494269,0.7991635861,0.0834093452
43201,0.1173497276,0.4149395002,0.2328577441,-0.022558378,0.0905895205,0.0311477805,650.69872192,0.7720835419,0.0834511726
43301,0.1267743931,0.4002921527,0.224033536,-0.0217218494,0.0882568786,0.0294040212,681.81586253,0.7755593611,0.0787792905
43401,0.1364782559,0.4174713836,0.2311482575,-0.0232522671,0.0962489548,0.031628158,665.39295575,0.7581815966,0.0847382007
43501,0.1005904677,0.4333824955,0.2266827477,-0.0236420427,0.0871966341,0.0301561341,657.23262872,0.7664026063,0.0807943524
43601,0.1054981168,0.4189078813,0.2344887224,-0.0188841338,0.0856273299,0.0316824187,677.10355554,0.7900751653,0.0848835759
43701,0.1300453783,0.4121868165,0.2288566936,-0.0220311064,0.0902739283,0.0298909121,691.83545613,0.7719946388,0.0800837693
43801,0.120048441,0.419374785,0.2240547843,-0.0226882034,0.0900624089,0.0287956647,663.83024099,0.7607963341,0.077149381
43901,0.1351770092,0.4169836365,0.2295825789,-0.0221698389,0.0971028171,0.0338843673,665.48221674,0.7602443413,0.0907830393
44001,0.127508751,0.4265585846,0.2275358436,-0.0226584617,0.087568593,0.0298615272,746.69368036,0.7759851731,0.0800050412
44101,0.1088661557,0.4008800323,0.2256375085,-0.0218237493,0.0922134928,0.0309492076,580.7248888,0.7609791434,0.0829191559
44201,0.142443369,0.4128526063,0.2275680525,-0.0197474605,0.0940100029,0.027835562,680.24835105,0.7592492375,0.0745770725
44301,0.1211825898,0.4127777033,0.2282271743,-0.0237729779,0.0916625173,0.0294386758,640.16668889,0.7611380348,0.0788721372
44401,0.1386574859,0.41975953,0.2338283132,-0.0232917088,0.091898935,0.0283363386,705.47714959,0.7667345974,0.0759187539
44501,0.1348842047,0.4170560841,0.2326626377,-0.0207938968,0.088673934,0.0307134814,746.55525288,0.7838923418,0.0822875979
44601,0.1260951389,0.4124599983,0.2289784333,-0.0201988412,0.0938459962,0.0310806314,641.01002076,0.7631454422,0.0832712667
44701,0.1288878867,0.424688508,0.2287674968,-0.0240397045,0.0910768736,0.0265850547,677.24392573,0.7562450004,0.0712267118
44801,0.1317432657,0.4115111559,0.2337736589,-0.020905748,0.0905555643,0.027453167,671.18542417,0.7704255906,0.0735525594
44901,0.1243599927,0.4049748212,0.2255446214,-0.0186023723,0.0880053318,0.0280068681,670.21446707,0.7746372482,0.0750360361
45001,0.1356906148,0.4095034325,0.2325846079,-0.0238070067,0.0897309273,0.0308482847,723.41989587,0.7802135323,0.082648763
45101,0.1261524157,0.4108289191,0.2288715268,-0.0232678443,0.0889540679,0.0274772026,673.07488441,0.7683168397,0.0736169557
45201,0.1316220026,0.404900321,0.2254266025,-0.0205525372,0.0928235165,0.0282099149,643.0714553,0.7597992929,0.0755800393
45301,0.1473746409,0.4058260044,0.2259657538,-0.0222785943,0.0904607065,0.0292917413,745.83115779,0.7743290402,0.07847847
45401,0.13055177,0.4224410893,0.2252847152,-0.0239946305,0.0955746398,0.0324267237,669.58418785,0.7541902807,0.0868777188
45501,0.1318525153,0.4019572859,0.2261199339,-0.0221550856,0.0920768224,0.0297774332,658.6926341,0.766207427,0.0797797365
45601,0.1474874878,0.4137702261,0.2304255556,-0.0218899554,0.09231831,0.0284209726,726.78441227,0.7681872679,0.0761455054
45701,0.1289439146,0.4156156839,0.2233445692,-0.0198146462,0.0858354554,0.0299324768,758.50387548,0.7837961772,0.0801951293
45801,0.1242367696,0.4134371681,0.2282845809,-0.0199909968,0.0917970495,0.0280956816,639.34618716,0.7612595458,0.0752739852
45901,0.1452782261,0.4017617809,0.2248210433,-0.0216299896,0.0932759846,0.030875094,704.6230602,0.7687936461,0.0827205905
46001,0.1272032253,0.4052556459,0.2268896432,-0.0227759463,0.0867453353,0.0285622229,704.97539199,0.7790040214,0.0765239435
46101,0.1233631213,0.40569555,0.2279845093,-0.0215715714,0.0946329843,0.0281103596,594.04850482,0.7518022122,0.0753133108
46201,0.135780048,0.3969855443,0.2287945005,-0.0220387876,0.0912376334,0.0284709583,663.14483165,0.7704682601,0.0762794273
46301,0.1375791189,0.4225627427,0.2270267052,-0.0188559291,0.0838209105,0.0291034387,833.45478951,0.7931595729,0.0779739695
46401,0.1475693184,0.4034677125,0.2293022715,-0.0219745223,0.0908051829,0.0298392464,738.8942373,0.7780100681,0.0799453465
46501,0.1334263743,0.3946604686,0.2342666125,-0.0235766877,0.0897331775,0.0325780368,698.09191507,0.7888852717,0.0872831169
46601,0.1211705658,0.4023053237,0.2222015255,-0.0215924824,0.0847916692,0.0287377164,705.39625662,0.7822223894,0.0769941259
46701,0.146680586,0.3973038426,0.2321965856,-0.0227147107,0.0917669461,0.031271011,719.71252495,0.7813081583,0.0837813318
46801,0.1230180787,0.4043625374,0.2292548775,-0.0209706941,0.0845109683,0.0280806502,709.88397081,0.7874550147,0.0752337132
46901,0.1145230675,0.4131849608,0.2286499478,-0.0212658228,0.0902450668,0.0305501544,638.66822808,0.7688423528,0.0818500119
47001,0.1123663849,0.4141503285,0.2328943552,-0.0219833732,0.0992829483,0.0295720938,532.78015586,0.7377527578,0.0792295907
47101,0.1445980637,0.4065572475,0.2221428867,-0.0216405695,0.093006831,0.025686498,679.43425086,0.7534881788,0.0688192976
47201,0.1193136901,0.3901193472,0.2250660963,-0.019661477,0.0924450352,0.0272592856,572.25993941,0.7584756361,0.0730331121
47301,0.1313103962,0.4037678177,0.2270560074,-0.0183513396,0.0896726813,0.0290106769,680.53200528,0.7755462218,0.0777254418
47401,0.1186258251,0.3949663566,0.2270187325,-0.0226849962,0.0929997091,0.0326364718,606.86181205,0.7678697571,0.0874396761
47501,0.1162270197,0.4111171401,0.2241424345,-0.0227043898,0.0840783617,0.0297213446,720.39151243,0.7847218851,0.0796294638
47601,0.1307663753,0.3951860473,0.2248238993,-0.0222288296,0.086721852,0.0299732625,713.2907969,0.7849164302,0.0803044025
47701,0.1096737708,0.4038114744,0.2240463578,-0.0215880035,0.0941650209,0.0277202583,550.59958265,0.7445232347,0.0742681509
47801,0.1412236473,0.4051371645,0.2309925311,-0.0199500556,0.0883595419,0.0300341083,748.75568682,0.7871574228,0.0804674205
47901,0.1195489241,0.4312852249,0.2265206347,-0.0214421628,0.088989928,0.0313881678,714.99073805,0.7717473085,0.0840952186
48001,0.1507708435,0.4248348244,0.226502675,-0.0234494359,0.0921080571,0.0280652789,766.81854665,0.7625164274,0.0751925304
48101,0.1545013485,0.4070180728,0.2315889452,-0.0223621618,0.0906786775,0.0282641203,763.00612,0.7773764313,0.0757252667
48201,0.1303910893,0.4155055618,0.2305300947,-0.0237209886,0.0917087651,0.0291124536,675.49948631,0.7645565501,0.0779981221
48301,0.1453251631,0.4223963171,0.2219136516,-0.0237619884,0.0865944254,0.0296614076,837.36114108,0.7804070658,0.0794688805
48401,0.1219787715,0.4007936164,0.2301907234,-0.0194206736,0.0965352144,0.0317405968,580.5188999,0.7588537567,0.0850394469
48501,0.1118546604,0.4142971123,0.223651415,-0.0209292273,0.0881712838,0.0301214914,655.69526497,0.7701846255,0.0807015375
48601,0.1277794952,0.4074862,0.2269207918,-0.0210310515,0.0960990955,0.0293324447,604.84811629,0.7506389616,0.0785875227
48701,0.122913882,0.4078388559,0.2258220712,-0.0229489939,0.0883425437,0.0309651872,691.89884312,0.7769842552,0.0829619683
48801,0.1455829766,0.4065009779,0.2296782718,-0.0239727163,0.0900517946,0.0310960584,759.34917965,0.7811415881,0.0833125986
48901,0.113446303,0.4213157821,0.229585846,-0.0238273679,0.0885584703,0.0306138896,671.23217055,0.771571764,0.0820207713
49001,0.1272660912,0.3999957291,0.226645628,-0.021497731,0.0969890827,0.0309720739,591.65248655,0.7526736523,0.0829804193
49101,0.1335664904,0.4091048761,0.2223320562,-0.0198774297,0.088871784,0.0280659788,707.14087288,0.7704474267,0.0751944055
49201,0.1435622631,0.4167336207,0.2248578865,-0.0206423642,0.0955034347,0.0306897737,696.53021489,0.7579572794,0.0822240802
49301,0.1076081784,0.4270067434,0.2273848336,-0.022206381,0.0945923593,0.0300178622,586.59372965,0.745246103,0.0804238939
49401,0.1365650829,0.4167824662,0.2286768728,-0.0198080811,0.0878580759,0.0280087143,743.34099452,0.7779882241,0.0750409825
49501,0.1292911765,0.4086043804,0.2307937279,-0.0195502475,0.0939301769,0.0289063133,628.88452769,0.7614754952,0.0774458308
49601,0.1418190767,0.4151688809,0.2223896566,-0.0233191764,0.0834124658,0.0324273172,890.90646578,0.8000357834,0.0868793089
49701,0.1504437,0.3947066391,0.2264071321,-0.0220414427,0.091198908,0.0326621341,753.88187667,0.7843453058,0.0875084307
49801,0.1516520717,0.4055678902,0.2269357616,-0.0222339553,0.0882341133,0.0322488584,824.82808507,0.7915092627,0.0864011819
49901,0.1353926169,0.4164287365,0.2246412645,-0.0220953842,0.0877745206,0.0265220088,731.00247762,0.7693585671,0.0710577993
