attempt,futureRevenueCagr,normalizedOperatingMargin,capexAsPercentRevenue,workingCapitalAsPercentRevenue,wacc,terminalGrowth,estimatedValuePerShare,terminalValueShare,terminalReinvestmentRate
20901,0.1869893904,0.5987144732,0.0338115938,0.0770984561,0.1197826715,0.0291346218,117.39197979,0.6510960991,0.0728365545
21001,0.1656878642,0.5939087922,0.0288935532,0.0754364411,0.110766367,0.0281075857,116.53049613,0.6664022181,0.0702689642
21101,0.1707423193,0.5990745319,0.026691912,0.077987875,0.1093378708,0.0315635824,126.22563408,0.6809448026,0.078908956
21201,0.1343673066,0.5903513402,0.0296439398,0.0743275426,0.1121331473,0.0309870599,97.99350646,0.6563540019,0.0774676499
21301,0.1621386244,0.5974148199,0.0247840176,0.0773859389,0.109107518,0.0312407031,120.50404155,0.6766507158,0.0781017577
21401,0.1511161821,0.5857498718,0.0229480135,0.0761804344,0.1149182687,0.0315600273,103.37384716,0.6530440246,0.0789000682
21501,0.1769846148,0.5972712769,0.0296867992,0.0746770564,0.1183588609,0.0290100689,113.57160884,0.6481852429,0.0725251722
21601,0.1465700922,0.593176289,0.0292432581,0.0747029147,0.1123014168,0.0269697223,102.23970926,0.6511683703,0.0674243057
21701,0.2020311546,0.6064898472,0.0284568484,0.0733390093,0.1123489919,0.028463954,141.9431289,0.6731944025,0.0711598851
21801,0.1703427635,0.5951031224,0.0248627831,0.0733823674,0.1104203423,0.0290054403,121.54892284,0.6682510813,0.0725136008
21901,0.1891974672,0.6029534208,0.0251135202,0.0752564643,0.1139918837,0.0300400504,130.57831612,0.6664739183,0.0751001261
22001,0.1785149287,0.5906749349,0.0249933681,0.073518028,0.1145415558,0.0293016912,119.51289685,0.659060425,0.073254228
22101,0.1650113686,0.609477665,0.0245403577,0.0762453218,0.1176429667,0.0310309327,111.56002099,0.647491952,0.0775773317
22201,0.1667369772,0.6198431048,0.0263191527,0.0792978132,0.1108280721,0.031413473,125.21380674,0.6730203245,0.0785336826
22301,0.1512151795,0.6180175131,0.027658848,0.0788295798,0.1125848375,0.0318002742,112.39400566,0.6626541957,0.0795006855
22401,0.1756757361,0.6048466255,0.0287986201,0.0780414701,0.115072554,0.0308230404,120.32136189,0.6628030992,0.077057601
22501,0.1536637636,0.5863746278,0.0323891344,0.0768772351,0.1134614173,0.0281962329,103.76319503,0.6563523713,0.0704905823
22601,0.1792265377,0.6073416834,0.0273526503,0.0751299992,0.1199264803,0.0274606545,113.87211719,0.6391307939,0.0686516362
22701,0.1537984247,0.5785346583,0.0206289482,0.0779718951,0.1099742757,0.0321721402,111.11791491,0.67246408,0.0804303506
22801,0.1843008183,0.6226754579,0.0231514449,0.0755275867,0.1182820742,0.0303361017,124.96081248,0.6494165463,0.0758402542
22901,0.1983637001,0.5826415098,0.0290033042,0.0759903831,0.1208971111,0.0294494497,120.1397786,0.6508715428,0.0736236242
23001,0.1394506072,0.6009024433,0.024796656,0.0750707205,0.1160819245,0.0311554989,97.94075547,0.6427054098,0.0778887472
23101,0.1664474176,0.5972180122,0.025633733,0.077057863,0.1133251629,0.0291211233,114.71161529,0.6595971856,0.0728028083
23201,0.1534402154,0.6107898471,0.0304513755,0.0774685551,0.1112632137,0.0332484823,115.45512076,0.6727133781,0.0831212058
23301,0.1461891387,0.599577072,0.0309675488,0.0741451529,0.1126798918,0.0320999933,106.15093009,0.6617944087,0.0802499833
23401,0.1759017319,0.5941006175,0.0258088407,0.0746812146,0.1198053946,0.032709323,113.14808864,0.6495359085,0.0817733075
23501,0.1950523802,0.6076721965,0.0288376977,0.0741235601,0.1145732902,0.0312637673,135.57854485,0.6704158736,0.0781594183
23601,0.1703043562,0.5967948027,0.032647088,0.0745001447,0.1150715674,0.031490937,115.77964811,0.6630850192,0.0787273426
23701,0.1692687468,0.6094470196,0.0227004143,0.0768212731,0.1178995676,0.0322929888,114.73644758,0.6505385423,0.0807324721
23801,0.1701097596,0.6056107996,0.026686798,0.0758399065,0.1159036271,0.0333640285,118.05160592,0.6616013103,0.0834100713
23901,0.1441513447,0.6072803948,0.0234713277,0.0777437345,0.1168470073,0.0278053398,98.46309063,0.6348177627,0.0695133494
24001,0.1500927612,0.6073296774,0.0279462471,0.0732685613,0.1103864174,0.026534757,109.39048959,0.655387931,0.0663368925
24101,0.1291204683,0.6173713694,0.0244677151,0.0776408878,0.1135147308,0.0312717386,98.3494818,0.6471593384,0.0781793466
24201,0.1789065115,0.5929116348,0.0243711696,0.0789813369,0.1096726228,0.0289604776,127.51403039,0.6764642633,0.0724011941
24301,0.1623064507,0.5974987717,0.0276378725,0.0774588709,0.1090686301,0.0272854319,117.08209614,0.6688768374,0.0682135797
24401,0.1694480365,0.5948946742,0.0228740457,0.077837353,0.1125691887,0.0317905242,119.56361297,0.6685889459,0.0794763105
24501,0.1730641299,0.6050950692,0.0317921932,0.0746762416,0.1108186686,0.0260231956,121.61461764,0.6644572044,0.0650579891
24601,0.1603133274,0.6163910016,0.0293653796,0.0736607213,0.1137320167,0.0297753165,114.63506437,0.6561227207,0.0744382913
24701,0.180360974,0.6033984804,0.0254693227,0.0764551625,0.119310118,0.027641512,114.78676846,0.6418757406,0.0691037801
24801,0.1689127552,0.6189646385,0.0223577131,0.0751630274,0.109252737,0.0290140903,127.75783733,0.6696084464,0.0725352256
24901,0.1420165024,0.6027450896,0.0281097238,0.0739892142,0.1083838923,0.0300085675,109.21152943,0.6679273304,0.0750214189
25001,0.1626681577,0.5921500821,0.030510688,0.0763219679,0.1119937841,0.0305524394,114.14470839,0.6683109599,0.0763810986
25101,0.1603457869,0.5919494712,0.0297507638,0.0765450753,0.1089880107,0.026713798,114.29814323,0.6681149497,0.066784495
25201,0.1468395305,0.6065129674,0.0314449782,0.0787297311,0.1145715517,0.0296976359,103.12284527,0.6521653492,0.0742440897
25301,0.1647851782,0.5862829885,0.0232325128,0.0777939618,0.1102385693,0.0323993637,119.0771998,0.676908012,0.0809984092
25401,0.164679541,0.5817562835,0.0261676888,0.0760335284,0.1118826214,0.0286019315,112.30612857,0.6633998028,0.0715048287
25501,0.1636379592,0.5914686073,0.0268401825,0.0743161073,0.1161575838,0.0295730629,108.32268481,0.650032253,0.0739326573
25601,0.1610643434,0.5942904815,0.0250906025,0.0761112147,0.1095753964,0.0317008636,118.86621134,0.675540827,0.079252159
25701,0.1778399516,0.5995882301,0.0253435389,0.0747560642,0.1093679647,0.0306177169,130.68102367,0.6789050817,0.0765442923
25801,0.1706715418,0.6031244109,0.0239486399,0.0753533365,0.1159790482,0.0318749957,116.89751965,0.6567290918,0.0796874892
25901,0.1857734735,0.6035334829,0.0208963178,0.0767363214,0.1164489053,0.0296209852,124.27224599,0.6550308045,0.074052463
26001,0.1440301479,0.5893251578,0.0246542346,0.0756331675,0.10675897,0.030737252,111.04916379,0.6762139081,0.07684313
26101,0.1666714027,0.5846300744,0.0252522735,0.0776597568,0.1094816071,0.0290930318,118.1547017,0.673311679,0.0727325794
26201,0.1429927197,0.6088352382,0.0330073855,0.0783196849,0.1125243138,0.0291979394,103.6979188,0.6565847786,0.0729948484
26301,0.1738243994,0.5998219646,0.0319654935,0.078108237,0.1121472159,0.0322399465,123.72224385,0.6769411051,0.0805998663
26401,0.1880853604,0.6219019531,0.0230107174,0.0749139797,0.1120071884,0.0298838638,137.76929202,0.6696534522,0.0747096596
26501,0.154774788,0.5822144278,0.0279229762,0.0754555291,0.1119530894,0.031090743,108.22877745,0.6657224153,0.0777268576
26601,0.1847814824,0.6052819608,0.0267909724,0.075451857,0.111890516,0.029626655,131.1743842,0.6714483715,0.0740666376
26701,0.1680581315,0.5949536581,0.0232155303,0.0759461858,0.1133549655,0.0256047745,112.93331361,0.650625963,0.0640119363
26801,0.1528400934,0.5871967262,0.0291981817,0.0771113812,0.1105718558,0.0283883695,107.81449802,0.6643062456,0.0709709238
26901,0.1695444583,0.6053024905,0.0265635783,0.0740819586,0.1193757895,0.0296912637,110.13186263,0.6410283731,0.0742281593
27001,0.1625091127,0.592482506,0.0206623293,0.0739673453,0.1127312027,0.0265128233,111.06081985,0.6503725787,0.0662820583
27101,0.1505754347,0.5741828589,0.0266871653,0.0738340726,0.1131761355,0.0295332208,101.76503395,0.6555422908,0.0738330519
27201,0.1768278809,0.6003271071,0.0280725982,0.0775047532,0.1128828542,0.03008591,123.12735373,0.6683694817,0.0752147751
27301,0.1634838356,0.6088172349,0.0246785389,0.0766723875,0.1190154512,0.0339489193,110.5999796,0.6493442175,0.0848722982
27401,0.1634322364,0.6159071941,0.023148514,0.0768204482,0.1129845807,0.0331961466,120.65851338,0.6663917012,0.0829903665
27501,0.1577316133,0.6086081723,0.0255472716,0.0763820591,0.1123177371,0.0273526528,111.93635742,0.6542221173,0.0683816319
27601,0.1694157078,0.5988384983,0.0292950164,0.0751493167,0.1193663904,0.0271729029,106.92687469,0.6380670121,0.0679322572
27701,0.1799064534,0.6017899292,0.0284021613,0.0748038947,0.1150492828,0.0298868331,122.00776976,0.6607866904,0.0747170829
27801,0.1560277761,0.6010690962,0.0291518237,0.0773677478,0.1155118542,0.0293265255,106.06911011,0.6505387893,0.0733163138
27901,0.1751753581,0.5823347413,0.0266812455,0.0749790863,0.1160121732,0.0285831709,112.73481405,0.6537673053,0.0714579272
28001,0.1579914489,0.603780694,0.029119033,0.0750461085,0.1153026748,0.030091637,108.70367908,0.6523148286,0.0752290925
28101,0.1539735518,0.5964160092,0.0250813099,0.0771720992,0.110187312,0.0291774282,111.77439521,0.6650819588,0.0729435704
28201,0.1983997586,0.6090096267,0.0301393465,0.0739574846,0.113549466,0.0321058324,140.91663593,0.6772761779,0.080264581
28301,0.1731625081,0.6049594305,0.0266684154,0.0738880512,0.1078369857,0.0312560022,132.03177954,0.6837197081,0.0781400054
28401,0.1505394412,0.5934236108,0.0321189619,0.0756690589,0.1082593954,0.0302463022,112.45141801,0.6758004532,0.0756157554
28501,0.1629269127,0.6058679016,0.023276101,0.0779685151,0.1158454849,0.0316017599,112.56027121,0.6543051725,0.0790043998
28601,0.1851274465,0.5957468881,0.025099818,0.0738583078,0.1092285451,0.0304550309,135.14363368,0.6813260291,0.0761375772
28701,0.1610166238,0.5938397478,0.0256465925,0.0748150642,0.1134378046,0.0295831059,111.14509957,0.657322799,0.0739577647
28801,0.1651711712,0.5953143165,0.027199467,0.0746989451,0.1109210344,0.0291208584,117.27904395,0.6667219339,0.0728021461
28901,0.1686367492,0.6225272466,0.0305786338,0.0743631263,0.1171737774,0.0296755273,115.62560835,0.6484945101,0.0741888182
29001,0.1664570866,0.6096708553,0.0275436195,0.0740964589,0.1132489303,0.0320327711,119.76749944,0.6651439093,0.0800819277
29101,0.1646777184,0.598916167,0.02513523,0.0758183382,0.1150676654,0.0324228691,114.02915834,0.6598075385,0.0810571727
29201,0.1939183446,0.6015186625,0.0286351854,0.0736678919,0.1127789995,0.0301208047,135.57736223,0.6733095499,0.0753020118
29301,0.1738711059,0.6040910476,0.029840828,0.0736914422,0.1123417766,0.0308292928,123.70293913,0.6694530656,0.0770732319
29401,0.1637354557,0.6096836622,0.0252014872,0.075444421,0.1134029962,0.0291294804,115.61556569,0.656369986,0.0728237009
29501,0.1459319837,0.6130899173,0.0241387514,0.0755179371,0.1129120108,0.0301702686,107.20657305,0.6526317006,0.0754256715
29601,0.1756548482,0.6052158855,0.0318853028,0.0778482625,0.1123398315,0.0317661987,125.39756145,0.6752664984,0.0794154968
29701,0.1779526972,0.6058493552,0.0275036054,0.0728827716,0.1113187105,0.0289920868,127.22326756,0.668392757,0.0724802171
29801,0.1947499092,0.6132494012,0.030209033,0.0755137053,0.1219913013,0.0333200431,125.60224644,0.6522753972,0.0833001079
29901,0.1629567798,0.6224972968,0.0285977762,0.0760210447,0.1195284176,0.0285909761,108.3221275,0.6362577012,0.0714774402
30001,0.1834868585,0.6024280884,0.0221676279,0.0752336777,0.1115376878,0.0277385188,129.03280566,0.665641408,0.069346297
30101,0.1864632101,0.6039375441,0.0240582789,0.0778973223,0.1135531525,0.0306467625,130.06667638,0.6689747491,0.0766169061
30201,0.1769630685,0.5973946565,0.0246386654,0.0779912723,0.1152747526,0.0306086323,119.46476666,0.6606265385,0.0765215809
30301,0.1573884897,0.6134019843,0.0231026938,0.0740649487,0.1159847472,0.0338033758,112.46682196,0.6542425991,0.0845084396
30401,0.1796273788,0.5965217219,0.0303223133,0.0787654512,0.1123406494,0.0315143357,125.96960294,0.6765193422,0.0787858393
30501,0.1529180587,0.5906833083,0.0296976269,0.0759337944,0.1131954598,0.0342921072,109.23912808,0.6689361377,0.085730268
30601,0.1567500924,0.6060153944,0.0256079517,0.0754976041,0.1092686318,0.0330231954,120.23914447,0.6773058496,0.0825579886
30701,0.1598994343,0.5956215787,0.0258866035,0.0766839281,0.111710583,0.0298712059,113.4180363,0.6641677986,0.0746780149
30801,0.1739445489,0.5912686323,0.0214577346,0.0735364255,0.1118135302,0.032475837,124.05612035,0.6718545577,0.0811895925
30901,0.1521567667,0.5953595502,0.0304677646,0.0760911162,0.1190261045,0.0272313525,97.28014165,0.6336796529,0.0680783813
31001,0.1440713591,0.5981025536,0.029007023,0.0760503948,0.1198668022,0.0285645337,93.52180022,0.6294937755,0.0714113342
31101,0.1390597113,0.6182218818,0.0221756483,0.0750544264,0.1204541594,0.0292171787,94.55712831,0.62135904,0.0730429467
31201,0.175209661,0.6032865781,0.0281026944,0.0761015598,0.1174076501,0.0269416449,113.65152092,0.645469783,0.0673541123
31301,0.1660696197,0.6122676049,0.0241864816,0.0735267533,0.1150084634,0.0301064452,116.14996345,0.6526516379,0.0752661131
31401,0.1680601933,0.6051999645,0.0214034885,0.0743857984,0.1119616371,0.0319456831,122.39991025,0.667315485,0.0798642077
31501,0.1726037535,0.6008613696,0.0258894436,0.0746324968,0.1084666033,0.0293046932,127.69049584,0.6769656253,0.0732617331
31601,0.1787699296,0.6200170264,0.022927861,0.0755678757,0.1104461566,0.0272390264,131.03923427,0.6656121394,0.0680975661
31701,0.1806022281,0.5947028768,0.0209584222,0.0768511812,0.1173608029,0.0264383876,115.46639616,0.6440221963,0.0660959691
31801,0.1899926829,0.5782859752,0.0312733979,0.0760541994,0.1142526993,0.0333384964,127.26409141,0.6788991702,0.0833462411
31901,0.1476841757,0.5895309033,0.0286112556,0.0756064565,0.1155230597,0.0301619015,100.07885832,0.6487907465,0.0754047537
32001,0.1776736535,0.61610152,0.0268215242,0.0757853693,0.1100479843,0.0303904919,132.62715626,0.676073857,0.0759762299
32101,0.1920483987,0.6163552264,0.0258408513,0.0782745807,0.1086985522,0.0259914507,141.23076771,0.676122852,0.0649786268
32201,0.1548864475,0.5888266312,0.0262345395,0.0750457945,0.1157977096,0.0304096602,103.92035194,0.6498894237,0.0760241504
32301,0.1707215258,0.5943972565,0.0286025445,0.0772855845,0.1140415679,0.0296966964,115.8377038,0.6620569577,0.074241741
32401,0.1336074606,0.6051256575,0.0257177844,0.0747041483,0.1138015598,0.0296751466,97.43171103,0.6443856988,0.0741878664
32501,0.1888337178,0.6115392928,0.0311215044,0.0739435131,0.117657584,0.0310556326,126.53609305,0.6585882932,0.0776390814
32601,0.1737715173,0.5796239049,0.0297371157,0.0743685322,0.1162211166,0.0255983517,108.85106885,0.6476226417,0.0639958791
32701,0.1444769852,0.5972588154,0.0239273988,0.077074967,0.1164055089,0.0301038678,98.83876202,0.6421794181,0.0752596694
32801,0.1728714436,0.6088474468,0.0240971412,0.0761667184,0.1196139837,0.0313178704,113.57970462,0.6446785278,0.078294676
32901,0.1657591864,0.6072540288,0.0240790911,0.0746221741,0.1149590255,0.0311931058,115.7707779,0.6560152471,0.0779827646
33001,0.1555483224,0.5984949018,0.0243455201,0.0748251422,0.1085468652,0.0315366364,117.95123962,0.6752503327,0.078841591
33101,0.1852962879,0.601000792,0.0220308739,0.0784904249,0.1126052396,0.0279898992,128.0612236,0.6650810126,0.069974748
33201,0.1517267085,0.5860825607,0.0225161294,0.0788880388,0.109330097,0.0294616952,109.97036598,0.6681252208,0.073654238
33301,0.1497341549,0.5941325883,0.0224080158,0.0758694204,0.1125831573,0.029998795,106.32693079,0.655538294,0.0749969874
33401,0.1805958026,0.5969118951,0.0237731126,0.0790420055,0.1118872553,0.0311480776,127.73855177,0.6743634114,0.077870194
33501,0.1719976782,0.5802034498,0.0240649974,0.0757935164,0.1148669429,0.0292241292,112.66245495,0.6568604716,0.073060323
33601,0.1584561006,0.6106522221,0.022106506,0.0760950194,0.1162390755,0.0320654349,110.84786246,0.6504692401,0.0801635873
33701,0.152068404,0.6184645446,0.0282385681,0.0733145062,0.1192929924,0.027339243,101.36136411,0.6286430483,0.0683481075
33801,0.1529376049,0.5821660449,0.0247954915,0.0765585559,0.1171359045,0.0302537041,99.81844038,0.6449799534,0.0756342603
33901,0.1718086877,0.6039937761,0.022831422,0.0743300723,0.1129627921,0.0316866631,122.59820314,0.6655309375,0.0792166577
34001,0.1623427437,0.5910518291,0.0279718446,0.0733978169,0.113662603,0.0289924996,110.55210101,0.6564314194,0.0724812491
34101,0.1519259966,0.6117883547,0.0276975795,0.0765867782,0.1196158042,0.0323976672,102.53229906,0.6404889107,0.0809941681
34201,0.1732997948,0.5983730228,0.0241503631,0.0736204868,0.1105383438,0.0332432198,127.88020933,0.6786165015,0.0831080496
34301,0.1715990592,0.6152408658,0.0340950989,0.0763347884,0.1194430752,0.0318478641,113.80181174,0.650478627,0.0796196602
34401,0.1538933776,0.5981618817,0.0247989878,0.0767212258,0.1188924827,0.0269560681,99.07497167,0.631361921,0.0673901703
34501,0.1684909112,0.5828363954,0.0295359297,0.0752906946,0.1104151796,0.0270416108,115.61960481,0.6673035385,0.067604027
34601,0.1568973987,0.6176862491,0.0283226637,0.0747132982,0.1135308202,0.0310687907,114.08233446,0.6583569049,0.0776719768
34701,0.1716966169,0.6059217921,0.0224945718,0.077024126,0.1207983507,0.0270949622,108.09088163,0.6313024094,0.0677374055
34801,0.1720403252,0.6033058109,0.0273867573,0.0739046505,0.1135690002,0.0281554913,118.43584997,0.657601912,0.0703887284
34901,0.1698860148,0.5936350776,0.0253792824,0.0753249925,0.1100130521,0.0287150191,121.14065475,0.6700683571,0.0717875478
35001,0.1808091408,0.5830421073,0.0337146376,0.0776455747,0.1135786277,0.0269359816,117.8177614,0.6649763714,0.0673399541
35101,0.1846842009,0.6072557259,0.0240579073,0.0764953291,0.1090164174,0.0271268131,134.5563091,0.6740140024,0.0678170328
35201,0.1466355362,0.5936364252,0.0237461382,0.0767865622,0.1192796496,0.0323278074,97.21666776,0.6387359834,0.0808195184
35301,0.1460496569,0.5933966506,0.030472103,0.0749428796,0.1089796671,0.0300563915,108.6975936,0.6699721049,0.0751409788
35401,0.1558386272,0.6053253045,0.025904425,0.0762925389,0.1177695769,0.03209777,105.9235542,0.6468534562,0.080244425
35501,0.1714711664,0.5843015169,0.0224738654,0.0745548669,0.1135694726,0.0318616744,117.40361195,0.6651556935,0.079654186
35601,0.1802817061,0.6084639751,0.0262149258,0.0738860382,0.1131247,0.032721833,129.62607084,0.6717006761,0.0818045826
35701,0.1815077924,0.5918763157,0.0247698115,0.078709869,0.1189496686,0.0336961444,117.81659561,0.6583252555,0.084240361
35801,0.1453312658,0.6091477848,0.0280407767,0.0740772987,0.1155627777,0.026853854,100.33868472,0.6376561018,0.067134635
35901,0.1934187803,0.6078899494,0.0252654173,0.075820129,0.1124023778,0.0325456864,139.91339004,0.6789168622,0.0813642161
36001,0.1386875301,0.6067544054,0.0322351223,0.0753929119,0.1134580523,0.0323911719,102.15866843,0.6575323101,0.0809779299
36101,0.1669778657,0.6027820503,0.0278361362,0.0740857496,0.1137685969,0.0295765637,115.90662516,0.6585889067,0.0739414092
36201,0.1832446007,0.5838711071,0.0289508433,0.0745810818,0.1155746935,0.0322433464,121.3111953,0.6672395961,0.0806083659
36301,0.1870947537,0.6077928431,0.0277975026,0.0762715175,0.111162601,0.0298877265,134.75488165,0.6759513841,0.0747193163
36401,0.154019178,0.6081087405,0.0329153486,0.0758977083,0.1131345634,0.032729181,111.88807937,0.6660199443,0.0818229525
36501,0.1523967471,0.6078834078,0.0239676416,0.0740084124,0.1125887378,0.0334035763,113.10763992,0.6635569099,0.0835089407
36601,0.1328391367,0.608858399,0.0320090577,0.0750127424,0.1170577425,0.0328463432,95.13362149,0.6436079854,0.0821158581
36701,0.1516827536,0.5910789708,0.0287270456,0.0750394264,0.1124799758,0.0285284501,105.5312279,0.6562715124,0.0713211252
36801,0.176454939,0.6104007129,0.026369616,0.0791389219,0.1137414861,0.030115086,123.67388908,0.6647038468,0.0752877151
36901,0.1920270336,0.5957985019,0.0247906833,0.0782433883,0.1196968852,0.0313609817,122.4005641,0.6542141526,0.0784024542
37001,0.1634596752,0.6028996564,0.0272808312,0.0739680728,0.1084941255,0.029672736,122.24281156,0.6745683084,0.0741818401
37101,0.1565235476,0.6180421032,0.0236676524,0.0792626411,0.1152666269,0.0275693335,108.95488665,0.6444947535,0.0689233339
37201,0.2012704762,0.6120617986,0.023608828,0.0786758337,0.1141197409,0.031571314,142.34591881,0.6741355329,0.0789282849
37301,0.1574211852,0.6041509299,0.020487871,0.0744296739,0.1206460302,0.0308035234,102.65168415,0.6317269309,0.0770088084
37401,0.1549362971,0.6119344489,0.0256120189,0.0753415151,0.1143474343,0.0330588465,112.25997033,0.6589459427,0.0826471163
37501,0.1849990489,0.6005111636,0.0231699117,0.0777777717,0.1130805179,0.0297418753,128.40938132,0.6676581626,0.0743546884
37601,0.168242498,0.5946071839,0.0317847298,0.0754997658,0.1098133373,0.0267851162,118.44600343,0.6688583511,0.0669627906
37701,0.1770632901,0.6041611974,0.0328793688,0.0756297067,0.1123857028,0.0287315122,123.52726341,0.6681284317,0.0718287806
37801,0.1388954505,0.6001737545,0.0222685828,0.0746287335,0.1140575157,0.0304376808,99.83613518,0.6461025177,0.0760942019
37901,0.1567171636,0.6134522666,0.0334822603,0.0748827558,0.1178047939,0.0268506743,104.01088593,0.6380091019,0.0671266857
38001,0.148881599,0.5882259262,0.0332674148,0.0733596225,0.1169063551,0.0271381873,96.77470413,0.6394731998,0.0678454682
38101,0.1600672822,0.6053406994,0.025032846,0.0762002444,0.1099531089,0.0278058047,116.65115864,0.6638181532,0.0695145116
38201,0.1516646926,0.6087074865,0.0284352128,0.076113896,0.1147709748,0.0297180646,106.42944285,0.6504926763,0.0742951616
38301,0.181266504,0.585144362,0.032915522,0.0766366842,0.1123600463,0.0302824455,123.36666247,0.6754012555,0.0757061138
38401,0.1554998511,0.6189242915,0.0279069591,0.0729598054,0.1176516234,0.0317450799,108.25772336,0.6446441913,0.0793626997
38501,0.1443147504,0.5822272323,0.0221860116,0.0764893997,0.1171122027,0.0284423703,94.52621097,0.6360630094,0.0711059258
38601,0.147806336,0.6076681331,0.0274788159,0.0765249799,0.1079650494,0.0278274008,112.39254092,0.6669175163,0.069568502
38701,0.1856115024,0.6040617641,0.0285102311,0.0755402502,0.1129888655,0.0299367763,129.66341724,0.6698824302,0.0748419407
38801,0.13202669,0.5979973841,0.0238252013,0.076064988,0.1080137307,0.0286086273,102.21918442,0.6610185852,0.0715215682
38901,0.1454658794,0.6082492405,0.0265841451,0.0746899934,0.1154030042,0.0318297527,103.6906058,0.6491631991,0.0795743819
39001,0.1686807598,0.585849883,0.022590731,0.075567187,0.1146659159,0.0335838056,115.57246469,0.664959929,0.0839595139
39101,0.1636571157,0.5910564309,0.0243706621,0.075381948,0.1077857911,0.027362348,119.16060663,0.6716300954,0.0684058699
39201,0.1609194884,0.6021896408,0.0285991662,0.0766533663,0.115720821,0.0295036026,109.02069674,0.6514631545,0.0737590064
39301,0.1626075982,0.6034692092,0.023986754,0.0757544378,0.1140321335,0.0331399761,115.91741322,0.6631953403,0.0828499402
39401,0.1606193166,0.6115849483,0.0239934787,0.07524697,0.1119028499,0.0321730296,118.9261846,0.6664536594,0.0804325739
39501,0.1577935316,0.6169377626,0.0334308496,0.0791444069,0.118015949,0.0289222443,105.91140819,0.6441012375,0.0723056107
39601,0.1439575069,0.6006383213,0.0268147917,0.0741324812,0.1081164193,0.0278765851,108.79433301,0.6640292928,0.0696914628
39701,0.1941780039,0.6008343765,0.0320320056,0.0757137912,0.114899341,0.0278014982,129.34947608,0.6642635296,0.0695037454
39801,0.1778768421,0.6001445764,0.0290683076,0.0750506806,0.1129346339,0.028893566,122.83322127,0.6651634785,0.0722339149
39901,0.1572787839,0.605945234,0.0333187508,0.0747697901,0.1140763238,0.0297408135,109.85208715,0.6570347115,0.0743520338
40001,0.1528185717,0.5839044388,0.024476768,0.0747087739,0.1106687064,0.0291363242,108.16088202,0.6623396813,0.0728408105
40101,0.1494334225,0.6015782351,0.0280339237,0.0781583137,0.1160144087,0.0295929362,102.0358476,0.6466493629,0.0739823404
40201,0.1657280543,0.6118575514,0.025447819,0.076783322,0.117294992,0.0294784633,111.73349225,0.6459841139,0.0736961583
40301,0.1332953507,0.5897344262,0.0294576884,0.0725154513,0.1131644675,0.0278378399,94.21671928,0.644107512,0.0695945998
40401,0.1684848321,0.5837215132,0.0303363175,0.0764389574,0.1178666534,0.0338368884,109.72377568,0.6595465413,0.084592221
40501,0.1605706325,0.5884973606,0.0268964817,0.0753368999,0.1115502226,0.029370405,112.2791388,0.6641711661,0.0734260125
40601,0.173257641,0.6069359447,0.0240979524,0.0734808632,0.113625044,0.0293714422,121.15388469,0.6585475259,0.0734286054
40701,0.1823072543,0.6044219699,0.0241950807,0.0746856699,0.1169507524,0.0287471318,120.67504743,0.6507681276,0.0718678295
40801,0.169971506,0.6161500904,0.0260074201,0.0741925777,0.118399623,0.0272492909,112.22447257,0.6379932769,0.0681232272
40901,0.1514462112,0.6145727094,0.0235547864,0.0751889471,0.1176607747,0.0321030927,105.55374377,0.6430505155,0.0802577318
41001,0.1503338639,0.6128825438,0.0244469259,0.0793312468,0.1185570838,0.0266897999,99.80958521,0.6303950123,0.0667244998
41101,0.1477270782,0.6078137791,0.0284588348,0.0756977035,0.113359714,0.0295738421,105.87761543,0.6530905957,0.0739346053
41201,0.146590498,0.6138666339,0.0236944063,0.078272414,0.1112263306,0.0322036579,111.53498897,0.6645097127,0.0805091447
41301,0.1797552357,0.6143868578,0.0225498406,0.0753194023,0.1100127524,0.0268034579,130.89806319,0.6664629677,0.0670086447
41401,0.1980913297,0.6016695986,0.0277254197,0.0771547744,0.1119744048,0.0296295571,139.39134732,0.6774961993,0.0740738928
41501,0.1732979846,0.5908626258,0.0309998653,0.074105847,0.1091928784,0.0264903235,121.83275623,0.6712855245,0.0662258088
41601,0.1683260412,0.6011848137,0.0293398964,0.0769217113,0.1141186524,0.0288827581,114.98890446,0.6586980579,0.0722068953
41701,0.1678469233,0.5908129075,0.0299253097,0.0763045983,0.1141754906,0.0273892926,111.46106271,0.655827102,0.0684732314
41801,0.1645382525,0.6006784236,0.0302753163,0.0752265618,0.1127038854,0.0290691855,114.89499048,0.6619099761,0.0726729637
41901,0.1511877397,0.6036749944,0.0271002238,0.0781299555,0.1129450474,0.0291111872,107.25685081,0.6556318331,0.072777968
42001,0.1556258694,0.6044114564,0.0267607471,0.0746173136,0.1089940406,0.0291000065,116.22432796,0.6684976381,0.0727500163
42101,0.1813539692,0.6108047414,0.0262736342,0.0738293782,0.1086189936,0.0298208664,136.38083207,0.6799748856,0.0745521661
42201,0.1431362848,0.6023243023,0.0242046816,0.0745691564,0.1134188226,0.0319515196,104.27975615,0.6543430918,0.0798787991
42301,0.1828989185,0.6015238918,0.0212111111,0.0745463249,0.1145889916,0.0316455371,126.79255173,0.6637310691,0.0791138426
42401,0.184316455,0.6068332758,0.0289389493,0.0737839249,0.1101751566,0.0295334759,134.15426302,0.6767689224,0.0738336897
